term_id,term_name,preferred_names,category,fdr
GO:0051054,Positive regulation of DNA metabolic process,"MAPK1,CDK2,EGFR,BRCA1,AKT1,VEGFA,MYC",Process,1e-08
hsa01522,Endocrine resistance,"MAPK1,TP53,EGFR,MTOR,AKT1",KEGG,1e-08
GO:0080135,Regulation of cellular response to stress,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,1e-08
WP4018,Clear cell renal cell carcinoma pathways,"EGFR,MTOR,PTEN,AKT1,VEGFA",WikiPathways,1.62e-08
WP5098,T-cell activation SARS-CoV-2,"MAPK1,TP53,MTOR,PTEN,AKT1",WikiPathways,1.63e-08
hsa04066,HIF-1 signaling pathway,"MAPK1,EGFR,MTOR,AKT1,VEGFA",KEGG,1.64e-08
DOID:1612,Breast cancer,"TP53,EGFR,PTEN,BRCA1,AKT1",DISEASES,2.13e-08
BTO:0000180,Cervical carcinoma cell,"MAPK1,CDK2,EGFR,MTOR,BRCA1,AKT1,MYC",TISSUES,2.38e-08
WP4658,Small cell lung cancer,"CDK2,TP53,PTEN,AKT1,MYC",WikiPathways,2.51e-08
hsa04010,MAPK signaling pathway,"MAPK1,TP53,EGFR,AKT1,VEGFA,MYC",KEGG,2.61e-08
hsa04919,Thyroid hormone signaling pathway,"MAPK1,TP53,MTOR,AKT1,MYC",KEGG,2.68e-08
DOID:686,Liver carcinoma,"TP53,AKT1,VEGFA,MYC",DISEASES,3.41e-08
hsa04068,FoxO signaling pathway,"MAPK1,CDK2,EGFR,PTEN,AKT1",KEGG,3.55e-08
WP710,DNA damage response (only ATM dependent),"MAPK1,TP53,PTEN,AKT1,MYC",WikiPathways,4.86e-08
GO:0042127,Regulation of cell population proliferation,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,5.74e-08
WP2431,Spinal cord injury,"MAPK1,CDK2,TP53,EGFR,MYC",WikiPathways,6.02e-08
WP3931,Embryonic stem cell pluripotency pathways,"MAPK1,EGFR,MTOR,PTEN,AKT1",WikiPathways,6.02e-08
DOID:3996,Urinary system cancer,"TP53,MTOR,PTEN,VEGFA,MYC",DISEASES,6.98e-08
GO:0033554,Cellular response to stress,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,7.51e-08
WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,"MAPK1,EGFR,MTOR,PTEN,AKT1,VEGFA",WikiPathways,7.81e-08
DOID:170,Endocrine gland cancer,"TP53,EGFR,AKT1,VEGFA,MYC",DISEASES,8.52e-08
GO:1902531,Regulation of intracellular signal transduction,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,9.94e-08
hsa05161,Hepatitis B,"MAPK1,CDK2,TP53,AKT1,MYC",KEGG,1.03e-07
DOID:120,Female reproductive organ cancer,"TP53,PTEN,BRCA1,AKT1,MYC",DISEASES,1.08e-07
DOID:1793,Pancreatic cancer,"TP53,EGFR,AKT1,MYC",DISEASES,1.09e-07
GO:1901699,Cellular response to nitrogen compound,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1",Process,1.14e-07
WP4186,Somatroph axis (GH) and its relationship to dietary restriction and aging,"MTOR,PTEN,AKT1",WikiPathways,2.1e-07
WP2203,Thymic stromal lymphopoietin (TSLP) signaling pathway,"MAPK1,MTOR,AKT1,MYC",WikiPathways,2.13e-07
WP4539,Synaptic signaling pathways associated with autism spectrum disorder,"MAPK1,MTOR,PTEN,AKT1",WikiPathways,2.41e-07
WP437,EGF/EGFR signaling pathway,"MAPK1,EGFR,MTOR,PTEN,AKT1",WikiPathways,2.42e-07
WP363,Wnt signaling pathway,"MAPK1,MTOR,AKT1,MYC",WikiPathways,2.61e-07
hsa04510,Focal adhesion,"MAPK1,EGFR,PTEN,AKT1,VEGFA",KEGG,2.9e-07
GO:0071456,Cellular response to hypoxia,"TP53,MTOR,PTEN,AKT1,VEGFA,MYC",Process,2.95e-07
hsa05221,Acute myeloid leukemia,"MAPK1,MTOR,AKT1,MYC",KEGG,3.15e-07
hsa05223,Non-small cell lung cancer,"MAPK1,TP53,EGFR,AKT1",KEGG,3.43e-07
WP4191,Caloric restriction and aging,"TP53,MTOR,AKT1",WikiPathways,3.46e-07
hsa01524,Platinum drug resistance,"MAPK1,TP53,BRCA1,AKT1",KEGG,3.73e-07
hsa05131,Shigellosis,"MAPK1,TP53,EGFR,MTOR,AKT1",KEGG,4.12e-07
hsa05220,Chronic myeloid leukemia,"MAPK1,TP53,AKT1,MYC",KEGG,4.6e-07
WP306,Focal adhesion,"MAPK1,EGFR,PTEN,AKT1,VEGFA",WikiPathways,5.56e-07
HSA-1257604,PIP3 activates AKT signaling,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1",RCTM,6.29e-07
HSA-1643685,Disease,"MAPK1,CDK2,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",RCTM,6.29e-07
WP3680,Physico-chemical features and toxicity-associated pathways,"MAPK1,EGFR,AKT1,MYC",WikiPathways,6.36e-07
WP4685,Melanoma,"MAPK1,TP53,PTEN,AKT1",WikiPathways,6.36e-07
WP707,DNA damage response,"CDK2,TP53,BRCA1,MYC",WikiPathways,6.36e-07
DOID:4947,Cholangiocarcinoma,"TP53,EGFR,PTEN,BRCA1",DISEASES,6.65e-07
GO:0010628,Positive regulation of gene expression,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,6.98e-07
WP1530,miRNA regulation of DNA damage response,"CDK2,TP53,BRCA1,MYC",WikiPathways,7.31e-07
WP4255,Non-small cell lung cancer,"MAPK1,TP53,EGFR,AKT1",WikiPathways,7.93e-07
GO:0043066,Negative regulation of apoptotic process,"TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,8e-07
WP4216,Chromosomal and microsatellite instability in colorectal cancer ,"MAPK1,TP53,AKT1,MYC",WikiPathways,8.14e-07
GO:0008284,Positive regulation of cell population proliferation,"MAPK1,CDK2,EGFR,MTOR,PTEN,AKT1,VEGFA,MYC",Process,8.7e-07
WP2034,Leptin signaling pathway,"MAPK1,MTOR,PTEN,AKT1",WikiPathways,8.8e-07
WP2037,Prolactin signaling pathway,"MAPK1,MTOR,AKT1,MYC",WikiPathways,9.03e-07
GO:0070848,Response to growth factor,"MAPK1,TP53,EGFR,PTEN,AKT1,VEGFA,MYC",Process,9.33e-07
HSA-6804757,Regulation of TP53 Degradation,"CDK2,TP53,MTOR,AKT1",RCTM,1.01e-06
BTO:0000356,Breast cancer cell line,"TP53,EGFR,BRCA1,AKT1",TISSUES,1.02e-06
GO:0045893,"Positive regulation of transcription, DNA-templated","MAPK1,CDK2,TP53,EGFR,MTOR,BRCA1,AKT1,VEGFA,MYC",Process,1.09e-06
HSA-6807070,PTEN Regulation,"MAPK1,TP53,MTOR,PTEN,AKT1",RCTM,1.11e-06
hsa05231,Choline metabolism in cancer,"MAPK1,EGFR,MTOR,AKT1",KEGG,1.16e-06
WP382,MAPK signaling pathway,"MAPK1,TP53,EGFR,AKT1,MYC",WikiPathways,1.29e-06
GO:0032270,Positive regulation of cellular protein metabolic process,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,1.34e-06
GO:0045786,Negative regulation of cell cycle,"CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,MYC",Process,1.35e-06
GO:0051338,Regulation of transferase activity,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA,MYC",Process,1.46e-06
GO:0071417,Cellular response to organonitrogen compound,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1",Process,1.46e-06
GO:1901701,Cellular response to oxygen-containing compound,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1",Process,1.46e-06
GO:0035556,Intracellular signal transduction,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,MYC",Process,1.46e-06
WP138,Androgen receptor signaling pathway,"EGFR,PTEN,BRCA1,AKT1",WikiPathways,1.52e-06
BTO:0001120,Epithelial cell line,"TP53,EGFR,AKT1,VEGFA,MYC",TISSUES,1.63e-06
WP3879,"4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression","MAPK1,MTOR,AKT1",WikiPathways,1.72e-06
GO:0051248,Negative regulation of protein metabolic process,"TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,1.74e-06
HSA-3700989,Transcriptional Regulation by TP53,"CDK2,TP53,MTOR,PTEN,BRCA1,AKT1",RCTM,1.84e-06
HSA-5633007,Regulation of TP53 Activity,"CDK2,TP53,MTOR,BRCA1,AKT1",RCTM,1.87e-06
DOID:850,Lung disease,"TP53,EGFR,MTOR,PTEN,AKT1",DISEASES,1.95e-06
GO:0050678,Regulation of epithelial cell proliferation,"EGFR,MTOR,PTEN,AKT1,VEGFA,MYC",Process,2.3e-06
GO:0009628,Response to abiotic stimulus,"TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,2.3e-06
GO:0070887,Cellular response to chemical stimulus,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,2.3e-06
GO:0031399,Regulation of protein modification process,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,2.3e-06
hsa04071,Sphingolipid signaling pathway,"MAPK1,TP53,PTEN,AKT1",KEGG,2.36e-06
GO:0040008,Regulation of growth,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA",Process,2.39e-06
HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,"MAPK1,EGFR,MTOR,PTEN,AKT1,MYC",RCTM,2.41e-06
GO:2000045,Regulation of G1/S transition of mitotic cell cycle,"CDK2,TP53,EGFR,PTEN,AKT1",Process,2.77e-06
GO:0051347,Positive regulation of transferase activity,"MAPK1,EGFR,MTOR,PTEN,AKT1,VEGFA,MYC",Process,2.8e-06
WP615,Senescence and autophagy in cancer,"MAPK1,TP53,MTOR,PTEN",WikiPathways,2.87e-06
DOID:1324,Lung cancer,"TP53,EGFR,PTEN,AKT1",DISEASES,2.94e-06
GOCC:0070013,Intracellular organelle lumen,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",COMPARTMENTS,2.94e-06
GOCC:0005654,Nucleoplasm,"MAPK1,CDK2,TP53,MTOR,PTEN,BRCA1,AKT1,MYC",COMPARTMENTS,2.94e-06
GO:0051726,Regulation of cell cycle,"CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,MYC",Process,3.07e-06
GO:0031401,Positive regulation of protein modification process,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA",Process,3.29e-06
WP4141,PI3K/AKT/mTOR - VitD3 signaling,"MTOR,AKT1,MYC",WikiPathways,3.31e-06
DOID:5520,Head and neck squamous cell carcinoma,"TP53,EGFR,PTEN",DISEASES,3.32e-06
hsa04926,Relaxin signaling pathway,"MAPK1,EGFR,AKT1,VEGFA",KEGG,3.38e-06
hsa04140,Autophagy - animal,"MAPK1,MTOR,PTEN,AKT1",KEGG,3.5e-06
WP1539,Angiogenesis,"MAPK1,AKT1,VEGFA",WikiPathways,4.11e-06
GO:0051173,Positive regulation of nitrogen compound metabolic process,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,4.11e-06
WP4549,Fragile X syndrome,"MAPK1,MTOR,PTEN,AKT1",WikiPathways,4.37e-06
GO:2000026,Regulation of multicellular organismal development,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,4.4e-06
WP205,IL-7 signaling pathway,"MAPK1,AKT1,MYC",WikiPathways,4.41e-06
WP4483,"Relationship between inflammation, COX-2 and EGFR","MAPK1,EGFR,AKT1",WikiPathways,4.41e-06
GO:1901990,Regulation of mitotic cell cycle phase transition,"CDK2,TP53,EGFR,PTEN,BRCA1,AKT1",Process,4.76e-06
WP2035,Follicle stimulating hormone (FSH) signaling pathway,"MAPK1,MTOR,AKT1",WikiPathways,5.25e-06
GO:2000377,Regulation of reactive oxygen species metabolic process,"TP53,EGFR,MTOR,BRCA1,AKT1",Process,5.29e-06
hsa04072,Phospholipase D signaling pathway,"MAPK1,EGFR,MTOR,AKT1",KEGG,5.51e-06
GO:0009314,Response to radiation,"TP53,EGFR,MTOR,BRCA1,AKT1,MYC",Process,5.64e-06
GO:0050679,Positive regulation of epithelial cell proliferation,"EGFR,MTOR,AKT1,VEGFA,MYC",Process,5.65e-06
GO:0006355,"Regulation of transcription, DNA-templated","MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,5.74e-06
GO:0031325,Positive regulation of cellular metabolic process,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,5.98e-06
hsa04150,mTOR signaling pathway,"MAPK1,MTOR,PTEN,AKT1",KEGG,5.98e-06
GO:0051094,Positive regulation of developmental process,"MAPK1,TP53,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,5.98e-06
WP366,TGF-beta signaling pathway,"MAPK1,TP53,AKT1,MYC",WikiPathways,6.02e-06
GO:0045792,Negative regulation of cell size,"MTOR,PTEN,AKT1",Process,6.07e-06
DOID:684,Hepatocellular carcinoma,"TP53,AKT1,MYC",DISEASES,6.45e-06
hsa05216,Thyroid cancer,"MAPK1,TP53,MYC",KEGG,6.63e-06
GO:0048584,Positive regulation of response to stimulus,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,6.75e-06
WP2870,Extracellular vesicle-mediated signaling in recipient cells,"EGFR,MTOR,AKT1",WikiPathways,6.77e-06
WP3844,PI3K-AKT-mTOR signaling pathway and therapeutic opportunities,"MTOR,PTEN,AKT1",WikiPathways,6.77e-06
GOCC:0045298,Tubulin complex,"TP53,AKT1,MYC",COMPARTMENTS,6.95e-06
WP2363,Gastric cancer network 2,"TP53,EGFR,MYC",WikiPathways,7.15e-06
hsa04630,JAK-STAT signaling pathway,"EGFR,MTOR,AKT1,MYC",KEGG,7.16e-06
GO:0001932,Regulation of protein phosphorylation,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA,MYC",Process,7.58e-06
WP3981,miRNA regulation of prostate cancer signaling pathways,"MAPK1,TP53,MTOR",WikiPathways,8.37e-06
WP244,Alpha 6 beta 4 signaling pathway,"MAPK1,MTOR,AKT1",WikiPathways,8.37e-06
WP4838,Regucalcin in proximal tubule epithelial kidney cells,"MAPK1,MTOR,AKT1",WikiPathways,8.37e-06
WP3676,BDNF-TrkB signaling,"MAPK1,MTOR,AKT1",WikiPathways,8.37e-06
WP3850,Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling,"MTOR,PTEN,AKT1",WikiPathways,9.22e-06
GO:0071310,Cellular response to organic substance,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,9.57e-06
GO:0071363,Cellular response to growth factor stimulus,"MAPK1,TP53,EGFR,PTEN,AKT1,VEGFA",Process,9.66e-06
GO:0032872,Regulation of stress-activated MAPK cascade,"MAPK1,EGFR,AKT1,VEGFA,MYC",Process,1e-05
GO:0006915,Apoptotic process,"MAPK1,TP53,MTOR,PTEN,BRCA1,AKT1,MYC",Process,1e-05
GO:0051128,Regulation of cellular component organization,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,1.02e-05
DOID:0060071,Pre-malignant neoplasm,"TP53,EGFR,BRCA1",DISEASES,1.06e-05
WP481,Insulin signaling,"MAPK1,MTOR,PTEN,AKT1",WikiPathways,1.06e-05
GO:0051172,Negative regulation of nitrogen compound metabolic process,"CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,1.08e-05
WP2516,ATM signaling pathway,"CDK2,TP53,BRCA1",WikiPathways,1.21e-05
GO:0034599,Cellular response to oxidative stress,"MAPK1,CDK2,TP53,EGFR,AKT1",Process,1.24e-05
GO:0009887,Animal organ morphogenesis,"MAPK1,TP53,EGFR,MTOR,PTEN,VEGFA,MYC",Process,1.25e-05
WP127,IL-5 signaling pathway,"MAPK1,AKT1,MYC",WikiPathways,1.28e-05
DOID:3908,Lung non-small cell carcinoma,"TP53,EGFR,AKT1",DISEASES,1.37e-05
WP49,IL-2 signaling pathway,"MAPK1,AKT1,MYC",WikiPathways,1.45e-05
hsa05169,Epstein-Barr virus infection,"CDK2,TP53,AKT1,MYC",KEGG,1.46e-05
HSA-5628897,TP53 Regulates Metabolic Genes,"TP53,MTOR,PTEN,AKT1",RCTM,1.5e-05
BTO:0001530,Glioblastoma cell line,"TP53,EGFR,AKT1",TISSUES,1.66e-05
BTO:0000426,Erythroleukemia cell,"MAPK1,MTOR,BRCA1,AKT1,MYC",TISSUES,1.66e-05
GO:0001934,Positive regulation of protein phosphorylation,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA",Process,1.68e-05
hsa04015,Rap1 signaling pathway,"MAPK1,EGFR,AKT1,VEGFA",KEGG,1.7e-05
WP4566,Translation inhibitors in chronically activated PDGFRA cells,"MAPK1,MTOR,AKT1",WikiPathways,1.74e-05
BTO:0001912,Breast adenocarcinoma cell line,"TP53,EGFR,AKT1",TISSUES,1.77e-05
BTO:0001271,Leukemia cell,"MAPK1,CDK2,TP53,MTOR,BRCA1,AKT1,MYC",TISSUES,1.77e-05
BTO:0002553,Non-small cell lung cancer cell line,"TP53,EGFR,AKT1",TISSUES,1.77e-05
BTO:0000167,Adenocarcinoma cell line,"TP53,EGFR,AKT1,MYC",TISSUES,1.77e-05
GO:0045927,Positive regulation of growth,"MAPK1,EGFR,MTOR,AKT1,VEGFA",Process,1.78e-05
GO:0032269,Negative regulation of cellular protein metabolic process,"TP53,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,1.84e-05
GO:1902533,Positive regulation of intracellular signal transduction,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA",Process,1.84e-05
GO:0046620,Regulation of organ growth,"MAPK1,MTOR,PTEN,AKT1",Process,1.84e-05
GO:0007568,Aging,"MAPK1,TP53,MTOR,PTEN,AKT1",Process,1.86e-05
DOID:289,Endometriosis,"TP53,PTEN,AKT1",DISEASES,2.17e-05
GO:0009888,Tissue development,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA,MYC",Process,2.2e-05
GO:0051240,Positive regulation of multicellular organismal process,"MAPK1,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,2.24e-05
GO:2000379,Positive regulation of reactive oxygen species metabolic process,"TP53,EGFR,MTOR,AKT1",Process,2.24e-05
hsa04370,VEGF signaling pathway,"MAPK1,AKT1,VEGFA",KEGG,2.26e-05
GO:0090068,Positive regulation of cell cycle process,"CDK2,TP53,EGFR,BRCA1,AKT1",Process,2.33e-05
WP3286,Copper homeostasis,"TP53,PTEN,AKT1",WikiPathways,2.45e-05
hsa04014,Ras signaling pathway,"MAPK1,EGFR,AKT1,VEGFA",KEGG,2.53e-05
WP4747,Netrin-UNC5B signaling pathway,"MAPK1,TP53,AKT1",WikiPathways,2.55e-05
GO:0009416,Response to light stimulus,"TP53,EGFR,MTOR,AKT1,MYC",Process,2.57e-05
BTO:0001614,Colorectal cell line,"TP53,AKT1,MYC",TISSUES,2.71e-05
GO:0045930,Negative regulation of mitotic cell cycle,"CDK2,TP53,EGFR,PTEN,BRCA1",Process,2.76e-05
GO:0043009,Chordate embryonic development,"MAPK1,TP53,EGFR,BRCA1,AKT1,VEGFA",Process,2.76e-05
GO:0071496,Cellular response to external stimulus,"MAPK1,TP53,EGFR,MTOR,AKT1",Process,2.78e-05
WP2795,Cardiac hypertrophic response,"MAPK1,MTOR,AKT1",WikiPathways,2.8e-05
HSA-2219528,PI3K/AKT Signaling in Cancer,"EGFR,MTOR,PTEN,AKT1",RCTM,2.86e-05
HSA-162582,Signal Transduction,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA,MYC",RCTM,2.86e-05
HSA-6785807,Interleukin-4 and Interleukin-13 signaling,"TP53,AKT1,VEGFA,MYC",RCTM,2.86e-05
GO:0071214,Cellular response to abiotic stimulus,"TP53,EGFR,PTEN,AKT1,MYC",Process,2.89e-05
GO:2000278,Regulation of DNA biosynthetic process,"MAPK1,TP53,VEGFA,MYC",Process,2.89e-05
WP2018,RANKL/RANK signaling pathway,"MAPK1,MTOR,AKT1",WikiPathways,2.91e-05
GO:0045595,Regulation of cell differentiation,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA,MYC",Process,2.98e-05
GO:0010605,Negative regulation of macromolecule metabolic process,"CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,3.01e-05
HSA-199418,Negative regulation of the PI3K/AKT network,"MAPK1,EGFR,PTEN,AKT1",RCTM,3.06e-05
HSA-1640170,Cell Cycle,"MAPK1,CDK2,TP53,BRCA1,AKT1,MYC",RCTM,3.06e-05
HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,"MAPK1,EGFR,AKT1",RCTM,3.19e-05
DOID:10534,Stomach cancer,"TP53,EGFR,AKT1",DISEASES,3.25e-05
GOCC:0097148,BCL-2 complex,"TP53,AKT1,MYC",COMPARTMENTS,3.26e-05
hsa05211,Renal cell carcinoma,"MAPK1,AKT1,VEGFA",KEGG,3.32e-05
GO:0048638,Regulation of developmental growth,"MAPK1,MTOR,PTEN,AKT1,VEGFA",Process,3.59e-05
GO:1903829,Positive regulation of cellular protein localization,"MAPK1,TP53,EGFR,AKT1,VEGFA",Process,4.06e-05
hsa04115,p53 signaling pathway,"CDK2,TP53,PTEN",KEGG,4.19e-05
DOID:28,Endocrine system disease,"TP53,EGFR,BRCA1,AKT1,MYC",DISEASES,4.25e-05
GOCC:0038201,TOR complex,"MTOR,PTEN,AKT1",COMPARTMENTS,4.4e-05
WP45,G1 to S cell cycle control,"CDK2,TP53,MYC",WikiPathways,4.44e-05
HP:0100615,Ovarian neoplasm,"TP53,PTEN,BRCA1,AKT1",HPO,4.58e-05
HP:0100526,Neoplasm of the lung,"TP53,EGFR,PTEN,AKT1",HPO,4.58e-05
HP:0000137,Abnormality of the ovary,"TP53,PTEN,BRCA1,AKT1,MYC",HPO,4.58e-05
HP:0002861,Melanoma,"TP53,PTEN,BRCA1,AKT1",HPO,4.58e-05
HP:0000957,Cafe-au-lait spot,"MAPK1,MTOR,PTEN,BRCA1,AKT1",HPO,4.58e-05
HP:0007378,Neoplasm of the gastrointestinal tract,"TP53,MTOR,PTEN,BRCA1,AKT1",HPO,4.58e-05
HP:0012718,Morphological abnormality of the gastrointestinal tract,"TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,MYC",HPO,4.58e-05
HP:0033019,Male reproductive system neoplasm,"TP53,PTEN,BRCA1,AKT1",HPO,4.58e-05
HP:0011024,Abnormality of the gastrointestinal tract,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,MYC",HPO,4.58e-05
HP:0011793,Neoplasm by anatomical site,"TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,MYC",HPO,4.58e-05
HP:0005266,Intestinal polyp,"TP53,MTOR,PTEN,AKT1",HPO,4.58e-05
HP:0003002,Breast carcinoma,"TP53,PTEN,BRCA1,AKT1",HPO,4.58e-05
BTO:0000797,Colonic cancer cell line,"TP53,AKT1,MYC",TISSUES,4.6e-05
GO:0034614,Cellular response to reactive oxygen species,"MAPK1,CDK2,EGFR,AKT1",Process,4.68e-05
GO:0007167,Enzyme linked receptor protein signaling pathway,"MAPK1,TP53,EGFR,PTEN,AKT1,VEGFA",Process,4.69e-05
WP2868,TCA cycle nutrient use and invasiveness of ovarian cancer,"MAPK1,EGFR",WikiPathways,4.77e-05
WP2324,AGE/RAGE pathway,"MAPK1,EGFR,AKT1",WikiPathways,4.77e-05
GO:0006464,Cellular protein modification process,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,MYC",Process,4.85e-05
GO:0045596,Negative regulation of cell differentiation,"MAPK1,TP53,EGFR,PTEN,VEGFA,MYC",Process,4.85e-05
GO:0043408,Regulation of MAPK cascade,"MAPK1,EGFR,PTEN,AKT1,VEGFA,MYC",Process,4.85e-05
GO:0009968,Negative regulation of signal transduction,"TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,MYC",Process,4.85e-05
GO:0048660,Regulation of smooth muscle cell proliferation,"EGFR,MTOR,PTEN,AKT1",Process,4.85e-05
GO:0033044,Regulation of chromosome organization,"MAPK1,TP53,BRCA1,VEGFA,MYC",Process,4.85e-05
WP1403,AMP-activated protein kinase (AMPK) signaling,"TP53,MTOR,AKT1",WikiPathways,5.07e-05
BTO:0000744,Lymphocytic leukemia cell,"MAPK1,CDK2,TP53,BRCA1,AKT1",TISSUES,5.2e-05
GO:0033043,Regulation of organelle organization,"MAPK1,TP53,MTOR,BRCA1,AKT1,VEGFA,MYC",Process,5.61e-05
GO:0032147,Activation of protein kinase activity,"MAPK1,EGFR,MTOR,AKT1,VEGFA",Process,5.85e-05
GO:0009411,Response to UV,"TP53,EGFR,AKT1,MYC",Process,5.85e-05
WP3584,MECP2 and associated Rett syndrome,"MTOR,PTEN,AKT1",WikiPathways,5.9e-05
WP2249,Metastatic brain tumor,"TP53,MYC",WikiPathways,6.02e-05
GO:0033135,Regulation of peptidyl-serine phosphorylation,"EGFR,PTEN,AKT1,VEGFA",Process,6.07e-05
GO:0016242,Negative regulation of macroautophagy,"TP53,MTOR,AKT1",Process,6.1e-05
GO:0001701,In utero embryonic development,"MAPK1,TP53,EGFR,AKT1,VEGFA",Process,6.1e-05
HP:0002597,Abnormality of the vasculature,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,MYC",HPO,6.52e-05
WP4754,IL-18 signaling pathway,"MAPK1,TP53,PTEN,VEGFA",WikiPathways,6.67e-05
WP4016,DNA IR-damage and cellular response via ATR,"CDK2,TP53,BRCA1",WikiPathways,6.89e-05
DOID:11054,Urinary bladder cancer,"TP53,PTEN,MYC",DISEASES,6.9e-05
HP:0012125,Prostate cancer,"TP53,PTEN,BRCA1",HPO,6.98e-05
HP:0002715,Abnormality of the immune system,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,MYC",HPO,6.98e-05
WP4538,Regulatory circuits of the STAT3 signaling pathway,"MAPK1,EGFR,MTOR",WikiPathways,7.06e-05
hsa04211,Longevity regulating pathway,"TP53,MTOR,AKT1",KEGG,7.12e-05
GO:0009653,Anatomical structure morphogenesis,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA,MYC",Process,7.14e-05
GO:0006974,Cellular response to DNA damage stimulus,"MAPK1,CDK2,TP53,BRCA1,AKT1,MYC",Process,7.14e-05
GO:0071276,Cellular response to cadmium ion,"MAPK1,EGFR,AKT1",Process,7.74e-05
GO:0007165,Signal transduction,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,7.74e-05
GO:0048523,Negative regulation of cellular process,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,7.74e-05
